Entity,Code,Year,
企业创始人,企业,1534003200,2.712
企业创始人,企业,1534089600,2.782
企业创始人,企业,1534176000,2.847
企业创始人,企业,1534262400,2.872
企业创始人,企业,1534348800,2.907
企业创始人,企业,1534435200,2.898
企业创始人,企业,1534521600,2.961
企业创始人,企业,1534608000,2.991
企业创始人,企业,1534694400,3.006
企业创始人,企业,1534780800,3.037
企业创始人,企业,1534867200,3.058
企业创始人,企业,1534953600,3.087
企业创始人,企业,1535040000,3.086
企业创始人,企业,1535126400,3.188
企业创始人,企业,1535212800,3.213
企业创始人,企业,1535299200,3.121
企业创始人,企业,1535385600,3.08
企业创始人,企业,1535472000,3.012
企业创始人,企业,1535558400,2.96
企业创始人,企业,1535644800,3.043
企业创始人,企业,1535731200,3.179
企业创始人,企业,1535817600,3.175
企业创始人,企业,1535904000,3.186
企业创始人,企业,1535990400,3.224
企业创始人,企业,1536076800,3.271
企业创始人,企业,1536163200,3.24
企业创始人,企业,1536249600,3.297
企业创始人,企业,1536336000,3.364
企业创始人,企业,1536422400,3.395
企业创始人,企业,1536508800,3.337
企业创始人,企业,1536595200,3.303
企业创始人,企业,1536681600,3.293
企业创始人,企业,1536768000,3.267
企业创始人,企业,1536854400,3.266
企业创始人,企业,1536940800,3.254
企业创始人,企业,1537027200,3.171
企业创始人,企业,1537113600,3.069
企业创始人,企业,1537200000,3.002
企业创始人,企业,1537286400,2.959
企业创始人,企业,1537372800,2.88
企业创始人,企业,1537459200,2.733
企业创始人,企业,1537545600,2.732
企业创始人,企业,1537632000,2.751
企业创始人,企业,1537718400,2.672
企业创始人,企业,1537804800,2.859
企业创始人,企业,1537891200,2.733
企业创始人,企业,1537977600,2.986
企业创始人,企业,1538064000,3.057
企业创始人,企业,1538150400,3.152
企业创始人,企业,1538236800,3.094
企业创始人,企业,1538409600,3.175
企业创始人,企业,1538496000,3.396
企业创始人,企业,1538582400,3.543
企业创始人,企业,1538668800,3.644
企业创始人,企业,1538755200,3.806
企业创始人,企业,1538841600,4.237
企业创始人,企业,1538928000,4.202
企业创始人,企业,1539014400,4.241
企业创始人,企业,1539100800,4.223
企业创始人,企业,1539187200,4.138
企业创始人,企业,1539273600,4.465
企业创始人,企业,1539360000,4.454
企业创始人,企业,1539446400,4.556
企业创始人,企业,1539532800,4.501
企业创始人,企业,1539619200,4.577
企业创始人,企业,1539705600,4.419
企业创始人,企业,1539792000,4.521
企业创始人,企业,1539878400,4.377
全球经济评价,全球,1520352000,2.501
全球经济评价,全球,1520438400,2.557
全球经济评价,全球,1520524800,2.669
全球经济评价,全球,1520611200,2.769
全球经济评价,全球,1520697600,2.747
全球经济评价,全球,1520784000,2.802
全球经济评价,全球,1520870400,2.793
全球经济评价,全球,1520956800,2.845
全球经济评价,全球,1521043200,2.811
全球经济评价,全球,1521129600,2.764
全球经济评价,全球,1521216000,2.817
全球经济评价,全球,1521302400,2.932
全球经济评价,全球,1521388800,3.022
全球经济评价,全球,1521475200,3.083
全球经济评价,全球,1521561600,3.102
全球经济评价,全球,1521648000,3.046
全球经济评价,全球,1521734400,2.981
全球经济评价,全球,1521820800,2.947
全球经济评价,全球,1521907200,2.882
全球经济评价,全球,1521993600,2.822
全球经济评价,全球,1522080000,2.794
全球经济评价,全球,1522166400,2.733
全球经济评价,全球,1522252800,2.716
全球经济评价,全球,1522339200,2.724
全球经济评价,全球,1522425600,2.851
全球经济评价,全球,1522512000,2.892
全球经济评价,全球,1522598400,2.902
全球经济评价,全球,1522684800,2.929
全球经济评价,全球,1522771200,2.942
全球经济评价,全球,1522857600,2.939
全球经济评价,全球,1522944000,2.942
全球经济评价,全球,1523030400,2.95
全球经济评价,全球,1523116800,2.887
全球经济评价,全球,1523203200,2.954
全球经济评价,全球,1523289600,3.026
全球经济评价,全球,1523376000,3.026
全球经济评价,全球,1523462400,3.065
全球经济评价,全球,1523548800,3.05
全球经济评价,全球,1523635200,3.048
全球经济评价,全球,1523721600,2.933
全球经济评价,全球,1523808000,2.843
全球经济评价,全球,1523894400,2.781
全球经济评价,全球,1523980800,2.693
全球经济评价,全球,1524067200,2.651
全球经济评价,全球,1524153600,2.612
全球经济评价,全球,1524240000,2.544
全球经济评价,全球,1524326400,2.483
全球经济评价,全球,1524412800,2.435
全球经济评价,全球,1524499200,2.308
全球经济评价,全球,1524585600,2.278
全球经济评价,全球,1524672000,2.263
全球经济评价,全球,1524758400,2.273
全球经济评价,全球,1524844800,2.323
全球经济评价,全球,1524931200,2.267
全球经济评价,全球,1525017600,2.27
全球经济评价,全球,1525104000,2.301
全球经济评价,全球,1525190400,2.255
全球经济评价,全球,1525276800,2.256
全球经济评价,全球,1525363200,2.217
全球经济评价,全球,1525449600,2.139
全球经济评价,全球,1525536000,2.058
全球经济评价,全球,1525622400,2.027
全球经济评价,全球,1525708800,2.036
全球经济评价,全球,1525795200,2.048
全球经济评价,全球,1525881600,2.035
全球经济评价,全球,1525968000,1.98
全球经济评价,全球,1526054400,1.91
全球经济评价,全球,1526140800,1.844
全球经济评价,全球,1526227200,1.893
全球经济评价,全球,1526313600,1.851
全球经济评价,全球,1526400000,1.756
全球经济评价,全球,1526486400,1.727
全球经济评价,全球,1526572800,1.704
全球经济评价,全球,1526659200,1.625
全球经济评价,全球,1526745600,1.658
全球经济评价,全球,1526832000,1.738
全球经济评价,全球,1526918400,1.761
全球经济评价,全球,1527004800,1.72
全球经济评价,全球,1527091200,1.695
全球经济评价,全球,1527177600,1.7
全球经济评价,全球,1527264000,1.682
全球经济评价,全球,1527350400,1.68
全球经济评价,全球,1527436800,1.688
全球经济评价,全球,1527523200,1.764
全球经济评价,全球,1527609600,1.794
全球经济评价,全球,1527696000,1.903
全球经济评价,全球,1527782400,2.024
全球经济评价,全球,1527868800,2.112
全球经济评价,全球,1527955200,2.239
全球经济评价,全球,1528041600,2.339
全球经济评价,全球,1528128000,2.48
全球经济评价,全球,1528214400,2.55
全球经济评价,全球,1528300800,2.604
全球经济评价,全球,1528387200,2.643
全球经济评价,全球,1528473600,2.716
全球经济评价,全球,1528560000,2.849
全球经济评价,全球,1528646400,2.972
全球经济评价,全球,1528732800,2.948
全球经济评价,全球,1528819200,2.895
全球经济评价,全球,1528905600,2.94
全球经济评价,全球,1528992000,2.922
全球经济评价,全球,1529078400,2.854
全球经济评价,全球,1529164800,2.799
全球经济评价,全球,1529251200,2.792
全球经济评价,全球,1529337600,2.745
全球经济评价,全球,1529424000,2.704
全球经济评价,全球,1529510400,2.692
全球经济评价,全球,1529596800,2.712
全球经济评价,全球,1529683200,2.68
全球经济评价,全球,1529769600,2.584
全球经济评价,全球,1529856000,2.567
全球经济评价,全球,1529942400,2.559
全球经济评价,全球,1530028800,2.585
全球经济评价,全球,1530115200,2.596
全球经济评价,全球,1530201600,2.574
全球经济评价,全球,1530288000,2.662
全球经济评价,全球,1530374400,2.756
全球经济评价,全球,1530460800,2.858
全球经济评价,全球,1530547200,2.854
全球经济评价,全球,1530633600,2.852
全球经济评价,全球,1530720000,2.859
全球经济评价,全球,1530806400,2.901
全球经济评价,全球,1530892800,2.982
全球经济评价,全球,1530979200,3.055
全球经济评价,全球,1531065600,3.138
全球经济评价,全球,1531152000,3.156
全球经济评价,全球,1531238400,3.218
全球经济评价,全球,1531324800,3.228
全球经济评价,全球,1531411200,3.23
全球经济评价,全球,1531497600,3.253
全球经济评价,全球,1531584000,3.237
全球经济评价,全球,1531670400,3.237
全球经济评价,全球,1531756800,3.201
全球经济评价,全球,1531843200,3.152
全球经济评价,全球,1531929600,3.179
全球经济评价,全球,1532016000,3.205
全球经济评价,全球,1532102400,3.234
全球经济评价,全球,1532188800,3.147
全球经济评价,全球,1532275200,3.139
全球经济评价,全球,1532361600,3.159
全球经济评价,全球,1532448000,3.168
全球经济评价,全球,1532534400,3.066
全球经济评价,全球,1532620800,3.024
全球经济评价,全球,1532707200,2.929
全球经济评价,全球,1532793600,2.93
全球经济评价,全球,1532880000,2.859
全球经济评价,全球,1532966400,2.835
全球经济评价,全球,1533052800,2.774
全球经济评价,全球,1533139200,2.813
全球经济评价,全球,1533225600,2.816
全球经济评价,全球,1533312000,2.774
全球经济评价,全球,1533398400,2.75
全球经济评价,全球,1533484800,2.784
全球经济评价,全球,1533571200,2.791
全球经济评价,全球,1533657600,2.731
全球经济评价,全球,1533744000,2.666
全球经济评价,全球,1533830400,2.667
全球经济评价,全球,1533916800,2.735
全球经济评价,全球,1534003200,2.835
全球经济评价,全球,1534089600,2.871
全球经济评价,全球,1534176000,2.896
全球经济评价,全球,1534262400,2.854
全球经济评价,全球,1534348800,2.887
全球经济评价,全球,1534435200,2.876
全球经济评价,全球,1534521600,2.813
全球经济评价,全球,1534608000,2.754
全球经济评价,全球,1534694400,2.689
全球经济评价,全球,1534780800,2.645
全球经济评价,全球,1534867200,2.603
全球经济评价,全球,1534953600,2.597
全球经济评价,全球,1535040000,2.647
全球经济评价,全球,1535126400,2.677
全球经济评价,全球,1535212800,2.637
全球经济评价,全球,1535299200,2.592
全球经济评价,全球,1535385600,2.573
全球经济评价,全球,1535472000,2.546
全球经济评价,全球,1535558400,2.564
全球经济评价,全球,1535644800,2.568
全球经济评价,全球,1535731200,2.564
全球经济评价,全球,1535817600,2.558
全球经济评价,全球,1535904000,2.589
全球经济评价,全球,1535990400,2.631
全球经济评价,全球,1536076800,2.618
全球经济评价,全球,1536163200,2.643
全球经济评价,全球,1536249600,2.716
全球经济评价,全球,1536336000,2.668
全球经济评价,全球,1536422400,2.713
全球经济评价,全球,1536508800,2.756
全球经济评价,全球,1536595200,2.78
全球经济评价,全球,1536681600,2.775
全球经济评价,全球,1536768000,2.804
全球经济评价,全球,1536854400,2.828
全球经济评价,全球,1536940800,2.871
全球经济评价,全球,1537027200,2.847
全球经济评价,全球,1537113600,2.966
全球经济评价,全球,1537200000,3.014
全球经济评价,全球,1537286400,3.044
全球经济评价,全球,1537372800,3.113
全球经济评价,全球,1537459200,3.018
全球经济评价,全球,1537545600,2.953
全球经济评价,全球,1537632000,2.874
全球经济评价,全球,1537718400,2.823
全球经济评价,全球,1537804800,2.651
全球经济评价,全球,1537891200,2.493
全球经济评价,全球,1537977600,2.353
全球经济评价,全球,1538064000,2.187
全球经济评价,全球,1538150400,2.173
全球经济评价,全球,1538236800,2.085
全球经济评价,全球,1538409600,1.953
全球经济评价,全球,1538496000,1.783
全球经济评价,全球,1538582400,1.752
全球经济评价,全球,1538668800,1.66
全球经济评价,全球,1538755200,1.666
全球经济评价,全球,1538841600,1.703
全球经济评价,全球,1538928000,1.655
全球经济评价,全球,1539014400,1.699
全球经济评价,全球,1539100800,1.561
全球经济评价,全球,1539187200,1.683
全球经济评价,全球,1539273600,1.694
全球经济评价,全球,1539360000,1.814
全球经济评价,全球,1539446400,2.009
全球经济评价,全球,1539532800,1.875
全球经济评价,全球,1539619200,1.799
全球经济评价,全球,1539705600,2
全球经济评价,全球,1539792000,2.013
全球经济评价,全球,1539878400,1.849
农产品供求,农产品,1520352000,1.679
农产品供求,农产品,1520438400,1.812
农产品供求,农产品,1520524800,1.91
农产品供求,农产品,1520611200,1.882
农产品供求,农产品,1520697600,2.001
农产品供求,农产品,1520784000,2.099
农产品供求,农产品,1520870400,2.078
农产品供求,农产品,1520956800,2.057
农产品供求,农产品,1521043200,2.055
农产品供求,农产品,1521129600,2.081
农产品供求,农产品,1521216000,2.054
农产品供求,农产品,1521302400,2.133
农产品供求,农产品,1521388800,2.219
农产品供求,农产品,1521475200,2.213
农产品供求,农产品,1521561600,2.289
农产品供求,农产品,1521648000,2.263
农产品供求,农产品,1521734400,2.332
农产品供求,农产品,1521820800,2.302
农产品供求,农产品,1521907200,2.366
农产品供求,农产品,1521993600,2.289
农产品供求,农产品,1522080000,2.25
农产品供求,农产品,1522166400,2.242
农产品供求,农产品,1522252800,2.233
农产品供求,农产品,1522339200,2.211
农产品供求,农产品,1522425600,2.157
农产品供求,农产品,1522512000,2.242
农产品供求,农产品,1522598400,2.3
农产品供求,农产品,1522684800,2.288
农产品供求,农产品,1522771200,2.284
农产品供求,农产品,1522857600,2.208
农产品供求,农产品,1522944000,2.245
农产品供求,农产品,1523030400,2.128
农产品供求,农产品,1523116800,2.166
农产品供求,农产品,1523203200,2.216
农产品供求,农产品,1523289600,2.321
农产品供求,农产品,1523376000,2.388
农产品供求,农产品,1523462400,2.41
农产品供求,农产品,1523548800,2.429
农产品供求,农产品,1523635200,2.534
农产品供求,农产品,1523721600,2.646
农产品供求,农产品,1523808000,2.685
农产品供求,农产品,1523894400,2.669
农产品供求,农产品,1523980800,2.629
农产品供求,农产品,1524067200,2.572
农产品供求,农产品,1524153600,2.605
农产品供求,农产品,1524240000,2.497
农产品供求,农产品,1524326400,2.505
农产品供求,农产品,1524412800,2.452
农产品供求,农产品,1524499200,2.35
农产品供求,农产品,1524585600,2.339
农产品供求,农产品,1524672000,2.297
农产品供求,农产品,1524758400,2.278
农产品供求,农产品,1524844800,2.224
农产品供求,农产品,1524931200,2.257
农产品供求,农产品,1525017600,2.347
农产品供求,农产品,1525104000,2.354
农产品供求,农产品,1525190400,2.337
农产品供求,农产品,1525276800,2.41
农产品供求,农产品,1525363200,2.721
农产品供求,农产品,1525449600,2.934
农产品供求,农产品,1525536000,3.069
农产品供求,农产品,1525622400,3.119
农产品供求,农产品,1525708800,3.146
农产品供求,农产品,1525795200,3.188
农产品供求,农产品,1525881600,3.12
农产品供求,农产品,1525968000,3.128
农产品供求,农产品,1526054400,3.097
农产品供求,农产品,1526140800,3.148
农产品供求,农产品,1526227200,3.109
农产品供求,农产品,1526313600,2.964
农产品供求,农产品,1526400000,2.946
农产品供求,农产品,1526486400,2.907
农产品供求,农产品,1526572800,2.861
农产品供求,农产品,1526659200,2.523
农产品供求,农产品,1526745600,2.338
农产品供求,农产品,1526832000,2.322
农产品供求,农产品,1526918400,2.31
农产品供求,农产品,1527004800,2.333
农产品供求,农产品,1527091200,2.299
农产品供求,农产品,1527177600,2.291
农产品供求,农产品,1527264000,2.217
农产品供求,农产品,1527350400,2.237
农产品供求,农产品,1527436800,2.271
农产品供求,农产品,1527523200,2.237
农产品供求,农产品,1527609600,2.24
农产品供求,农产品,1527696000,2.191
农产品供求,农产品,1527782400,2.2
农产品供求,农产品,1527868800,2.158
农产品供求,农产品,1527955200,2.189
农产品供求,农产品,1528041600,2.091
农产品供求,农产品,1528128000,2.096
农产品供求,农产品,1528214400,2.097
农产品供求,农产品,1528300800,2.088
农产品供求,农产品,1528387200,2.085
农产品供求,农产品,1528473600,2.036
农产品供求,农产品,1528560000,2.018
农产品供求,农产品,1528646400,2.14
农产品供求,农产品,1528732800,2.18
农产品供求,农产品,1528819200,2.257
农产品供求,农产品,1528905600,2.293
农产品供求,农产品,1528992000,2.337
农产品供求,农产品,1529078400,2.297
农产品供求,农产品,1529164800,2.405
农产品供求,农产品,1529251200,2.496
农产品供求,农产品,1529337600,2.545
农产品供求,农产品,1529424000,2.524
农产品供求,农产品,1529510400,2.531
农产品供求,农产品,1529596800,2.549
农产品供求,农产品,1529683200,2.549
农产品供求,农产品,1529769600,2.628
农产品供求,农产品,1529856000,2.731
农产品供求,农产品,1529942400,2.677
农产品供求,农产品,1530028800,2.635
农产品供求,农产品,1530115200,2.559
农产品供求,农产品,1530201600,2.478
农产品供求,农产品,1530288000,2.408
农产品供求,农产品,1530374400,2.523
农产品供求,农产品,1530460800,2.476
农产品供求,农产品,1530547200,2.41
农产品供求,农产品,1530633600,2.369
农产品供求,农产品,1530720000,2.358
农产品供求,农产品,1530806400,2.36
农产品供求,农产品,1530892800,2.323
农产品供求,农产品,1530979200,2.402
农产品供求,农产品,1531065600,2.475
农产品供求,农产品,1531152000,2.48
农产品供求,农产品,1531238400,2.464
农产品供求,农产品,1531324800,2.44
农产品供求,农产品,1531411200,2.427
农产品供求,农产品,1531497600,2.457
农产品供求,农产品,1531584000,2.531
农产品供求,农产品,1531670400,2.467
农产品供求,农产品,1531756800,2.518
农产品供求,农产品,1531843200,2.515
农产品供求,农产品,1531929600,2.495
农产品供求,农产品,1532016000,2.481
农产品供求,农产品,1532102400,2.403
农产品供求,农产品,1532188800,2.463
农产品供求,农产品,1532275200,2.471
农产品供求,农产品,1532361600,2.437
农产品供求,农产品,1532448000,2.427
农产品供求,农产品,1532534400,2.467
农产品供求,农产品,1532620800,2.47
农产品供求,农产品,1532707200,2.429
农产品供求,农产品,1532793600,2.461
农产品供求,农产品,1532880000,2.475
农产品供求,农产品,1532966400,2.49
农产品供求,农产品,1533052800,2.426
农产品供求,农产品,1533139200,2.484
农产品供求,农产品,1533225600,2.52
农产品供求,农产品,1533312000,2.524
农产品供求,农产品,1533398400,2.61
农产品供求,农产品,1533484800,2.584
农产品供求,农产品,1533571200,2.588
农产品供求,农产品,1533657600,2.622
农产品供求,农产品,1533744000,2.621
农产品供求,农产品,1533830400,2.613
农产品供求,农产品,1533916800,2.639
农产品供求,农产品,1534003200,2.793
农产品供求,农产品,1534089600,2.862
农产品供求,农产品,1534176000,2.845
农产品供求,农产品,1534262400,2.829
农产品供求,农产品,1534348800,2.804
农产品供求,农产品,1534435200,2.76
农产品供求,农产品,1534521600,2.771
农产品供求,农产品,1534608000,2.875
农产品供求,农产品,1534694400,2.889
农产品供求,农产品,1534780800,2.875
农产品供求,农产品,1534867200,2.846
农产品供求,农产品,1534953600,2.785
农产品供求,农产品,1535040000,2.787
农产品供求,农产品,1535126400,2.744
农产品供求,农产品,1535212800,2.753
农产品供求,农产品,1535299200,2.701
农产品供求,农产品,1535385600,2.695
农产品供求,农产品,1535472000,2.754
农产品供求,农产品,1535558400,2.779
农产品供求,农产品,1535644800,2.799
农产品供求,农产品,1535731200,2.771
农产品供求,农产品,1535817600,2.852
农产品供求,农产品,1535904000,2.783
农产品供求,农产品,1535990400,2.824
农产品供求,农产品,1536076800,2.843
农产品供求,农产品,1536163200,2.858
农产品供求,农产品,1536249600,2.899
农产品供求,农产品,1536336000,2.997
农产品供求,农产品,1536422400,3.15
农产品供求,农产品,1536508800,3.179
农产品供求,农产品,1536595200,3.116
农产品供求,农产品,1536681600,3.036
农产品供求,农产品,1536768000,2.987
农产品供求,农产品,1536854400,2.991
农产品供求,农产品,1536940800,2.932
农产品供求,农产品,1537027200,2.935
农产品供求,农产品,1537113600,2.834
农产品供求,农产品,1537200000,2.795
农产品供求,农产品,1537286400,2.69
农产品供求,农产品,1537372800,2.637
农产品供求,农产品,1537459200,2.578
农产品供求,农产品,1537545600,2.647
农产品供求,农产品,1537632000,2.46
农产品供求,农产品,1537718400,2.364
农产品供求,农产品,1537804800,2.213
农产品供求,农产品,1537891200,2.579
农产品供求,农产品,1537977600,2.649
农产品供求,农产品,1538064000,2.516
农产品供求,农产品,1538150400,2.698
农产品供求,农产品,1538236800,2.871
农产品供求,农产品,1538409600,2.9
农产品供求,农产品,1538496000,3.01
农产品供求,农产品,1538582400,3.16
农产品供求,农产品,1538668800,3.29
农产品供求,农产品,1538755200,3.432
农产品供求,农产品,1538841600,3.781
农产品供求,农产品,1538928000,3.757
农产品供求,农产品,1539014400,3.953
农产品供求,农产品,1539100800,3.993
农产品供求,农产品,1539187200,4.282
农产品供求,农产品,1539273600,4.037
农产品供求,农产品,1539360000,3.932
农产品供求,农产品,1539446400,4.215
农产品供求,农产品,1539532800,4
农产品供求,农产品,1539619200,3.909
农产品供求,农产品,1539705600,4.003
农产品供求,农产品,1539792000,4.112
农产品供求,农产品,1539878400,4.116
农产品进出口额,农产品,1520352000,1.86
农产品进出口额,农产品,1520438400,1.875
农产品进出口额,农产品,1520524800,1.858
农产品进出口额,农产品,1520611200,1.858
农产品进出口额,农产品,1520697600,1.954
农产品进出口额,农产品,1520784000,2.011
农产品进出口额,农产品,1520870400,2.022
农产品进出口额,农产品,1520956800,2.061
农产品进出口额,农产品,1521043200,2.122
农产品进出口额,农产品,1521129600,2.206
农产品进出口额,农产品,1521216000,2.189
农产品进出口额,农产品,1521302400,2.189
农产品进出口额,农产品,1521388800,2.258
农产品进出口额,农产品,1521475200,2.288
农产品进出口额,农产品,1521561600,2.325
农产品进出口额,农产品,1521648000,2.35
农产品进出口额,农产品,1521734400,2.365
农产品进出口额,农产品,1521820800,2.382
农产品进出口额,农产品,1521907200,2.349
农产品进出口额,农产品,1521993600,2.34
农产品进出口额,农产品,1522080000,2.395
农产品进出口额,农产品,1522166400,2.482
农产品进出口额,农产品,1522252800,2.49
农产品进出口额,农产品,1522339200,2.446
农产品进出口额,农产品,1522425600,2.348
农产品进出口额,农产品,1522512000,2.356
农产品进出口额,农产品,1522598400,2.363
农产品进出口额,农产品,1522684800,2.305
农产品进出口额,农产品,1522771200,2.249
农产品进出口额,农产品,1522857600,2.187
农产品进出口额,农产品,1522944000,2.172
农产品进出口额,农产品,1523030400,2.123
农产品进出口额,农产品,1523116800,2.05
农产品进出口额,农产品,1523203200,2.049
农产品进出口额,农产品,1523289600,2.051
农产品进出口额,农产品,1523376000,2.033
农产品进出口额,农产品,1523462400,1.988
农产品进出口额,农产品,1523548800,1.93
农产品进出口额,农产品,1523635200,1.926
农产品进出口额,农产品,1523721600,2.027
农产品进出口额,农产品,1523808000,2.005
农产品进出口额,农产品,1523894400,2.033
农产品进出口额,农产品,1523980800,2.024
农产品进出口额,农产品,1524067200,2.013
农产品进出口额,农产品,1524153600,2.061
农产品进出口额,农产品,1524240000,2.048
农产品进出口额,农产品,1524326400,2.119
农产品进出口额,农产品,1524412800,2.225
农产品进出口额,农产品,1524499200,2.253
农产品进出口额,农产品,1524585600,2.242
农产品进出口额,农产品,1524672000,2.253
农产品进出口额,农产品,1524758400,2.244
农产品进出口额,农产品,1524844800,2.312
农产品进出口额,农产品,1524931200,2.306
农产品进出口额,农产品,1525017600,2.218
农产品进出口额,农产品,1525104000,2.283
农产品进出口额,农产品,1525190400,2.254
农产品进出口额,农产品,1525276800,2.283
农产品进出口额,农产品,1525363200,2.267
农产品进出口额,农产品,1525449600,2.387
农产品进出口额,农产品,1525536000,2.519
农产品进出口额,农产品,1525622400,2.531
农产品进出口额,农产品,1525708800,2.536
农产品进出口额,农产品,1525795200,2.546
农产品进出口额,农产品,1525881600,2.535
农产品进出口额,农产品,1525968000,2.544
农产品进出口额,农产品,1526054400,2.56
农产品进出口额,农产品,1526140800,2.556
农产品进出口额,农产品,1526227200,2.636
农产品进出口额,农产品,1526313600,2.699
农产品进出口额,农产品,1526400000,2.738
农产品进出口额,农产品,1526486400,2.775
农产品进出口额,农产品,1526572800,2.796
农产品进出口额,农产品,1526659200,2.852
农产品进出口额,农产品,1526745600,2.693
农产品进出口额,农产品,1526832000,2.559
农产品进出口额,农产品,1526918400,2.564
农产品进出口额,农产品,1527004800,2.578
农产品进出口额,农产品,1527091200,2.612
农产品进出口额,农产品,1527177600,2.632
农产品进出口额,农产品,1527264000,2.581
农产品进出口额,农产品,1527350400,2.574
农产品进出口额,农产品,1527436800,2.536
农产品进出口额,农产品,1527523200,2.462
农产品进出口额,农产品,1527609600,2.47
农产品进出口额,农产品,1527696000,2.393
农产品进出口额,农产品,1527782400,2.34
农产品进出口额,农产品,1527868800,2.272
农产品进出口额,农产品,1527955200,2.213
农产品进出口额,农产品,1528041600,2.204
农产品进出口额,农产品,1528128000,2.157
农产品进出口额,农产品,1528214400,2.137
农产品进出口额,农产品,1528300800,2.101
农产品进出口额,农产品,1528387200,2.114
农产品进出口额,农产品,1528473600,2.102
农产品进出口额,农产品,1528560000,2.088
农产品进出口额,农产品,1528646400,2.082
农产品进出口额,农产品,1528732800,2.151
农产品进出口额,农产品,1528819200,2.199
农产品进出口额,农产品,1528905600,2.153
农产品进出口额,农产品,1528992000,2.234
农产品进出口额,农产品,1529078400,2.291
农产品进出口额,农产品,1529164800,2.323
农产品进出口额,农产品,1529251200,2.392
农产品进出口额,农产品,1529337600,2.475
农产品进出口额,农产品,1529424000,2.503
农产品进出口额,农产品,1529510400,2.465
农产品进出口额,农产品,1529596800,2.433
农产品进出口额,农产品,1529683200,2.461
农产品进出口额,农产品,1529769600,2.493
农产品进出口额,农产品,1529856000,2.527
农产品进出口额,农产品,1529942400,2.515
农产品进出口额,农产品,1530028800,2.466
农产品进出口额,农产品,1530115200,2.398
农产品进出口额,农产品,1530201600,2.396
农产品进出口额,农产品,1530288000,2.307
农产品进出口额,农产品,1530374400,2.229
农产品进出口额,农产品,1530460800,2.207
农产品进出口额,农产品,1530547200,2.172
农产品进出口额,农产品,1530633600,2.129
农产品进出口额,农产品,1530720000,2.127
农产品进出口额,农产品,1530806400,2.121
农产品进出口额,农产品,1530892800,2.068
农产品进出口额,农产品,1530979200,1.96
农产品进出口额,农产品,1531065600,1.886
农产品进出口额,农产品,1531152000,1.831
农产品进出口额,农产品,1531238400,1.785
农产品进出口额,农产品,1531324800,1.742
农产品进出口额,农产品,1531411200,1.749
农产品进出口额,农产品,1531497600,1.784
农产品进出口额,农产品,1531584000,1.774
农产品进出口额,农产品,1531670400,1.776
农产品进出口额,农产品,1531756800,1.788
农产品进出口额,农产品,1531843200,1.872
农产品进出口额,农产品,1531929600,1.904
农产品进出口额,农产品,1532016000,1.95
农产品进出口额,农产品,1532102400,1.956
农产品进出口额,农产品,1532188800,2.02
农产品进出口额,农产品,1532275200,2.073
农产品进出口额,农产品,1532361600,2.095
农产品进出口额,农产品,1532448000,2.147
农产品进出口额,农产品,1532534400,2.207
农产品进出口额,农产品,1532620800,2.246
农产品进出口额,农产品,1532707200,2.293
农产品进出口额,农产品,1532793600,2.28
农产品进出口额,农产品,1532880000,2.325
农产品进出口额,农产品,1532966400,2.341
农产品进出口额,农产品,1533052800,2.396
农产品进出口额,农产品,1533139200,2.36
农产品进出口额,农产品,1533225600,2.37
农产品进出口额,农产品,1533312000,2.374
农产品进出口额,农产品,1533398400,2.437
农产品进出口额,农产品,1533484800,2.498
农产品进出口额,农产品,1533571200,2.487
农产品进出口额,农产品,1533657600,2.544
农产品进出口额,农产品,1533744000,2.607
农产品进出口额,农产品,1533830400,2.65
农产品进出口额,农产品,1533916800,2.672
农产品进出口额,农产品,1534003200,2.673
农产品进出口额,农产品,1534089600,2.651
农产品进出口额,农产品,1534176000,2.645
农产品进出口额,农产品,1534262400,2.673
农产品进出口额,农产品,1534348800,2.656
农产品进出口额,农产品,1534435200,2.666
农产品进出口额,农产品,1534521600,2.677
农产品进出口额,农产品,1534608000,2.608
农产品进出口额,农产品,1534694400,2.603
农产品进出口额,农产品,1534780800,2.617
农产品进出口额,农产品,1534867200,2.628
农产品进出口额,农产品,1534953600,2.624
农产品进出口额,农产品,1535040000,2.567
农产品进出口额,农产品,1535126400,2.494
农产品进出口额,农产品,1535212800,2.474
农产品进出口额,农产品,1535299200,2.465
农产品进出口额,农产品,1535385600,2.459
农产品进出口额,农产品,1535472000,2.442
农产品进出口额,农产品,1535558400,2.412
农产品进出口额,农产品,1535644800,2.383
农产品进出口额,农产品,1535731200,2.329
农产品进出口额,农产品,1535817600,2.297
农产品进出口额,农产品,1535904000,2.37
农产品进出口额,农产品,1535990400,2.323
农产品进出口额,农产品,1536076800,2.281
农产品进出口额,农产品,1536163200,2.244
农产品进出口额,农产品,1536249600,2.2
农产品进出口额,农产品,1536336000,2.253
农产品进出口额,农产品,1536422400,2.221
农产品进出口额,农产品,1536508800,2.217
农产品进出口额,农产品,1536595200,2.174
农产品进出口额,农产品,1536681600,2.134
农产品进出口额,农产品,1536768000,2.105
农产品进出口额,农产品,1536854400,2.098
农产品进出口额,农产品,1536940800,2.086
农产品进出口额,农产品,1537027200,2.134
农产品进出口额,农产品,1537113600,2.069
农产品进出口额,农产品,1537200000,2.006
农产品进出口额,农产品,1537286400,1.992
农产品进出口额,农产品,1537372800,1.961
农产品进出口额,农产品,1537459200,1.933
